Id,Book,Author,Description,Genres,Avg_Rating,Num_Ratings,URL
963,Portrait of Our Marriage,Martha Emms,"Fun • Sexy • Intense • Hot • Compelling • Thought Provoking, and So Real you may find it Shocking, even Disturbing. Inspired by an episode on Oprah from years ago that dealt with men addicted to porn, a dream, and information from 8 women's lives, Portrait of Our Marriage, is a story you don't want to miss. Nicky, embarks on a journey to find herself and become her own person despite the legacy of a domineering father and an emotionally—and often physically—distant husband. Reminiscing events from her life, she looks at pictures and remembers romance, falling in love, marriage, and family. This is the story of one woman's life as her husband's interest in pornography becomes an obsession that ultimately changes both of them. Although this is a fictional memoir and only one woman's journey, many women today deal with this issue in silence, feeling ashamed and embarrassed. What would you endure for love? THE ROMANCE WILL SEDUCE YOU. THE STORY COULD BE YOURS!Nicky led a sheltered life until she met Brett: An adventurous, handsome, smart, and exciting lover. She had never known this kind of love before, either emotionally or physically. She pictured her life with Brett as a partner, a friend, and a father to her future children. And when they married, Nicky knew she had found everything her heart and body desired.But when Brett’s fantasy world of racy magazines, explicit videos, and disturbing internet porn becomes an obsession and affects their marriage, Nicky has to ask herself: What happened to the man I married?Portrait of Our Marriage is the story of one woman’s journey.""Write about what disturbs you, what you fear, what you have not been willing to speak about. Be willing to be split open.""Natalie Goldberg""A book doesn’t come with a suggestion box, and the writer is not obliged to sculpt a story to your specific needs.""Nora Roberts","['Marriage', 'Womens Fiction', 'Fiction', 'Modern', 'Romance', 'Contemporary', 'Chick Lit']",3.88,226,https://www.goodreads.com/book/show/18909198-portrait-of-our-marriage
964,"Tinker, Tailor, Soldier, Spy (George Smiley, #5; Karla Trilogy, #1)",John le Carré,"A modern classic in which John le Carré expertly creates a total vision of a secret world, Tinker, Tailor, Soldier, Spy begins George Smiley's chess match of wills and wits with Karla, his Soviet counterpart. It is now beyond a doubt that a mole, implanted decades ago by Moscow Centre, has burrowed his way into the highest echelons of British Intelligence. His treachery has already blown some of its most vital operations and its best networks. It is clear that the double agent is one of its own kind. But which one? George Smiley is assigned to identify him. And once identified, the traitor must be destroyed.","['Fiction', 'Mystery', 'Thriller', 'Espionage', 'Classics', 'Crime', 'Mystery Thriller']",4.05,"89,346",https://www.goodreads.com/book/show/10073506-tinker-tailor-soldier-spy
965,The Very Hungry Caterpillar,Eric Carle,"THE all-time classic story, from generation to generation, sold somewhere in the world every 30 seconds! Have you shared it with a child or grandchild in your life? One sunny Sunday, the caterpillar was hatched out of a tiny egg. He was very hungry. On Monday, he ate through one apple; on Tuesday, he ate through three plums--and still he was hungry. When full at last, he made a cocoon around himself and went to sleep, to wake up a few weeks later wonderfully transformed into a butterfly!The brilliantly innovative Eric Carle has dramatized the story of one of Nature's commonest yet loveliest marvels, the metamorphosis of the butterfly. This audiobook will delight as well as instruct the very youngest listener.","['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Food', 'Counting']",4.32,"480,760",https://www.goodreads.com/book/show/4948.The_Very_Hungry_Caterpillar
966,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,"The Mortal War is over, and sixteen-year-old Clary Fray is back home in New York, excited about all the possibilities before her. She’s training to become a Shadowhunter and to use her unique power. Her mother is getting married to the love of her life. Downworlders and Shadowhunters are at peace at last. And—most importantly of all—she can finally call Jace her boyfriend.But nothing comes without a price.Someone is murdering Shadowhunters, provoking tensions between Downworlders and Shadowhunters that could lead to a second, bloody war. Clary’s best friend, Simon, can’t help her—his mother just found out that he’s a vampire, and now he’s homeless. When Jace begins to pull away from her without explaining why, Clary is forced to delve into the heart of a mystery whose solution reveals her worst nightmare: she herself has set in motion a terrible chain of events that could lead to her losing everything she loves. Even Jace.","['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Vampires', 'Fiction']",4.09,"574,549",https://www.goodreads.com/book/show/6752378-city-of-fallen-angels
967,Choke,Chuck Palahniuk,"Victor Mancini, a medical-school dropout, is an antihero for our deranged times.Needing to pay elder care for his mother, Victor has devised an ingenious scam: he pretends to choke on pieces of food while dining in upscale restaurants. He then allows himself to be “saved” by fellow patrons who, feeling responsible for Victor’s life, go on to send checks to support him.When he’s not pulling this stunt, Victor cruises sexual addiction recovery workshops for action, visits his addled mom, and spends his days working at a colonial theme park.His creator, Chuck Palahniuk, renowned author of classics like Fight Club, is the visionary we need and the satirist we deserve.","['Fiction', 'Contemporary', 'Humor', 'Novels', 'Literature', 'Adult', 'American']",3.70,"204,103",https://www.goodreads.com/book/show/29059.Choke
968,Carnal: Somewhere Over 40 Winks,Rom LcO'Feer,"Have you heard of a place called Mong where the dream world intersects with the real world? At Mong, rules are easily bent and intuition often overwhelms logic. Desires go out of control and wishes come true in wrong ways. Once captured, monsters and villains from Mong are sent to the prison of Nightmare. A hideous serial killer manages to break out of the jail into the real world, terrifying the earthlings. A reporter from an obscure magazine company hunts the killer doggedly. Or is it the other way around? He has to find the clues about the killer before his girlfriend becomes the next victim. Time is dashing forward. In desperation, the reporter decides to cross the border of no return and climbs down into Mong. Little did he know what's waiting for him at that murky place.","['Psychology', 'Contemporary', 'Fiction']",3.52,"2,121",https://www.goodreads.com/book/show/7673244-carnal
969,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,"Anna is looking forward to her senior year in Atlanta, where she has a great job, a loyal best friend, and a crush on the verge of becoming more. Which is why she is less than thrilled about being shipped off to boarding school in Paris--until she meets Étienne St. Clair. Smart, charming, beautiful, Étienne has it all...including a serious girlfriend. But in the City of Light, wishes have a way of coming true. Will a year of romantic near-misses end with their long-awaited French kiss?","['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Chick Lit', 'Realistic Fiction', 'Contemporary Romance']",3.98,"439,487",https://www.goodreads.com/book/show/6936382-anna-and-the-french-kiss
970,Running with Scissors,Augusten Burroughs,"Running with Scissors is the true story of a boy whose mother (a poet with delusions of Anne Sexton) gave him away to be raised by her unorthodox psychiatrist who bore a striking resemblance to Santa Claus. So at the age of twelve, Burroughs found himself amidst Victorian squalor living with the doctor’s bizarre family, and befriending a pedophile who resided in the backyard shed. The story of an outlaw childhood where rules were unheard of, and the Christmas tree stayed up all year round, where Valium was consumed like candy, and if things got dull an electroshock- therapy machine could provide entertainment. The funny, harrowing and bestselling account of an ordinary boy’s survival under the most extraordinary circumstances.","['Memoir', 'Nonfiction', 'Biography', 'Humor', 'Biography Memoir', 'Autobiography', 'LGBT']",3.75,"381,685",https://www.goodreads.com/book/show/242006.Running_with_Scissors
971,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",Władysław Szpilman,"The last live broadcast on Polish Radio, on September 23, 1939, was Chopin's Nocturne in C# Minor, played by a young pianist named Wladyslaw Szpilman, until his playing was interrupted by German shelling. It was the same piece and the same pianist, when broadcasting was resumed six years later. The Pianist is Szpilman's account of the years inbetween, of the death and cruelty inflicted on the Jews of Warsaw and on Warsaw itself, related with a dispassionate restraint borne of shock. Szpilman, now 88, has not looked at his description since he wrote it in 1946 (the same time as Primo Levi's If This Is A Man?; it is too personally painful. The rest of us have no such excuse.  Szpilman's family were deported to Treblinka, where they were exterminated; he survived only because a music-loving policeman recognised him. This was only the first in a series of fatefully lucky escapes that littered his life as he hid among the rubble and corpses of the Warsaw Ghetto, growing thinner and hungrier, yet condemned to live. Ironically it was a German officer, Wilm Hosenfeld, who saved Szpilman's life by bringing food and an eiderdown to the derelict ruin where he discovered him. Hosenfeld died seven years later in a Stalingrad labour camp, but portions of his diary, reprinted here, tell of his outraged incomprehension of the madness and evil he witnessed, thereby establishing an effective counterpoint to ground the nightmarish vision of the pianist in a desperate reality. Szpilman originally published his account in Poland in 1946, but it was almost immediately withdrawn by Stalin's Polish minions as it unashamedly described collaborations by Lithuanians, Ukrainians, Poles and Jews with the Nazis. In 1997 it was published in Germany after Szpilman's son found it on his father's bookcase. This admirably robust translation by Anthea Bell is the first in the English language. There were 3,500,000 Jews in Poland before the Nazi occupation; after it there were 240,000. Wladyslaw Szpilman's extraordinary account of his own miraculous survival offers a voice across the years for the faceless millions who lost their lives. --David Vincent","['Nonfiction', 'History', 'Biography', 'Holocaust', 'War', 'Memoir', 'World War II']",4.24,"75,794",https://www.goodreads.com/book/show/128066.The_Pianist
972,"The Winds of War (The Henry Family, #1)",Herman Wouk,"Like no other masterpiece of historical fiction, Herman Wouk's sweeping epic of World War II is the great novel of America's Greatest Generation.Wouk's spellbinding narrative captures the tide of global events, as well as all the drama, romance, heroism, and tragedy of World War II, as it immerses us in the lives of a single American family drawn into the very center of the war's maelstrom.The Winds of War and its sequel War and Remembrance stand as the crowning achievement of one of America's most celebrated storytellers.","['Historical Fiction', 'Fiction', 'World War II', 'War', 'Historical', 'Classics', 'Audiobook']",4.37,"55,620",https://www.goodreads.com/book/show/21484.The_Winds_of_War
973,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,"Bestselling author Sherman Alexie tells the story of Junior, a budding cartoonist growing up on the Spokane Indian Reservation. Determined to take his future into his own hands, Junior leaves his troubled school on the rez to attend an all-white farm town high school where the only other Indian is the school mascot.Heartbreaking, funny, and beautifully written, The Absolutely True Diary of a Part-Time Indian, which is based on the author's own experiences, coupled with poignant drawings by Ellen Forney that reflect the character's art, chronicles the contemporary adolescence of one Native American boy as he attempts to break away from the life he was destined to live.With a foreward by Markus Zusak & interviews with Sherman Alexie and Ellen Forney ","['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Humor', 'Coming Of Age', 'School']",4.07,"258,913",https://www.goodreads.com/book/show/693208.The_Absolutely_True_Diary_of_a_Part_Time_Indian
974,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"An alternate cover for this ISBN can be found here.At twenty-two, Cheryl Strayed thought she had lost everything. In the wake of her mother’s death, her family scattered and her own marriage was soon destroyed. Four years later, with nothing more to lose, she made the most impulsive decision of her life. With no experience or training, driven only by blind will, she would hike more than a thousand miles of the Pacific Crest Trail from the Mojave Desert through California and Oregon to Washington State — and she would do it alone.Told with suspense and style, sparkling with warmth and humor, Wild powerfully captures the terrors and pleasures of one young woman forging ahead against all odds on a journey that maddened, strengthened, and ultimately healed her.","['Nonfiction', 'Memoir', 'Travel', 'Biography', 'Adventure', 'Audiobook', 'Biography Memoir']",4.05,"747,994",https://www.goodreads.com/book/show/12262741-wild
975,In and Out of Step,Christine M. Knight,"Think about the woman you’re becoming!’ Leonie said, trying to prevent Cassie’s flight from home and the problems there. 'You could find yourself out of the frying pan and into the fire.'  Her past denied and dance championship dreams discarded, Cassie Sleight leaves home. In the seemingly idyllic coastal town of Keimera, she starts a career on the English staff of the local high school. Exposure to Mark Talbut, a man struggling to be modern yet threatened by power shifts in the workplace and in society, causes Cassie to assess her reactions as a teacher and a woman. As she does so, the secrets of her past surface. Will that past continue to choreograph Cassie’s present steps? What sort of woman does she become?  ‘In and Out of Step' looks at how the world a person lives in shapes that person for good and for bad. It is a story about friendship and family, belonging, alienation, sexual harassment, and change. The title alludes to the way Cassie Sleight uses dance as a way to interpret life and process her reactions to it.",['Fiction'],4.08,109,https://www.goodreads.com/book/show/9634643-in-and-out-of-step
976,An Abundance of Katherines,John Green,"Katherine V thought boys were grossKatherine X just wanted to be friendsKatherine XVIII dumped him in an e-mailK-19 broke his heartWhen it comes to relationships, Colin Singleton's type happens to be girls named Katherine. And when it comes to girls named Katherine, Colin is always getting dumped. Nineteen times, to be exact.On a road trip miles from home, this anagram-happy, washed-up child prodigy has ten thousand dollars in his pocket, a bloodthirsty feral hog on his trail, and an overweight, Judge Judy-loving best friend riding shotgun--but no Katherines. Colin is on a mission to prove The Theorem of Underlying Katherine Predictability, which he hopes will predict the future of any relationship, avenge Dumpees everywhere, and finally win him the girl.Love, friendship, and a dead Austro-Hungarian archduke add up to surprising and heart-changing conclusions in this ingeniously layered comic novel about reinventing oneself.","['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Teen', 'Humor']",3.53,"513,796",https://www.goodreads.com/book/show/49750.An_Abundance_of_Katherines
977,Pygmalion,George Bernard Shaw,"One of George Bernard Shaw's best-known plays, Pygmalion was a rousing success on the London and New York stages, an entertaining motion picture and a great hit with its musical version, My Fair Lady. An updated and considerably revised version of the ancient Greek legend of Pygmalion and Galatea, the 20th-century story pokes fun at the antiquated British class system. In Shaw's clever adaptation, Professor Henry Higgins, a linguistic expert, takes on a bet that he can transform an awkward cockney flower seller into a refined young lady simply by polishing her manners and changing the way she speaks. In the process of convincing society that his creation is a mysterious royal figure, the Professor also falls in love with his elegant handiwork.The irresistible theme of the emerging butterfly, together with Shaw's brilliant dialogue and splendid skills as a playwright, have made Pygmalion one of the most popular comedies in the English language. A staple of college drama courses, it is still widely performed.","['Classics', 'Plays', 'Fiction', 'Drama', 'Theatre', 'School', 'Literature']",3.89,"99,531",https://www.goodreads.com/book/show/7714.Pygmalion
978,Dear John,Nicholas Sparks,"An angry rebel, John dropped out of school and enlisted in the Army, not knowing what else to do with his life--until he meets the girl of his dreams, Savannah. Their mutual attraction quickly grows into the kind of love that leaves Savannah waiting for John to finish his tour of duty, and John wanting to settle down with the woman who has captured his heart. But 9/11 changes everything. John feels it is his duty to re-enlist. And sadly, the long separation finds Savannah falling in love with someone else. Dear John, the letter read... and with those two words, a heart was broken and two lives were changed forever. Returning home, John must come to grips with the fact that Savannah, now married, is still his true love—and face the hardest decision of his life.","['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Contemporary Romance']",4.04,"585,804",https://www.goodreads.com/book/show/5526.Dear_John
979,Mission: Subhero,Linda    Armstrong,"With just a few lines of code, one average man will change the world--and set in motion the adventure of a lifetime! When 20-year-old Nelson stumbles upon a secret and complex trick to coding, he finds himself anonymously helping people with the aid of his new app. The worldwide attention pushes him to launch a bold plan allowing free access of this life-changing app to anyone for a limited time. Fervor to upload the new app is at fever pitch as the world waits for the unveiling. However, secret government agencies are worried. Fearing what the effects of this app will do, they plan to stop the app from ever getting out before the world has a chance to enter the category of hero, even the category labelled Subhero. The race is on for the world's chance at change, where the new cool is being average and doing random accidents of kindness. Suddenly, the world can become a Subhero overnight and there's no stopping what Nelson has started!","['Fiction', 'Contemporary', 'Young Adult', 'Novels', 'New Adult', 'Middle Grade', 'Adventure']",4.35,875,https://www.goodreads.com/book/show/35508805-mission
980,Fierce Love: Creating a Love that Lasts—One Conversation at a Time,Susan Scott,"New York Times bestselling author Susan Scott guides couples through eight must-have conversations to create a fierce love that stands the test of time and grows stronger over the years.Often in our romantic relationships, we long for deep connection, but we don't know how to communicate well and sometimes withhold what we're really thinking and feeling. This can lead to fighting, resentment, or, worse, complacency--where you are just going through the motions, more like roommates than two people in love. As Susan writes, ""It's as if we've pulled off our own wings."" As couples, we don't stop to think how important our conversations are. And we certainly don't understand that what we talk about and how we talk about it determine whether our relationships will thrive, flatline, or fail.In Fierce Love, New York Times bestselling author Susan Scott guides couples through eight must-have conversations that lead to deep connection and lasting commitment. Through the use of true stories and hands-on exercises, Susan helps usunderstand that the conversation is the relationship;identify and dispel five relationship myths that mislead and derail us;learn eight conversations that are critical to enriching relationships; andstop fighting or ignoring issues and start connecting in a deep and meaningful way.After a season where many relationships were tested and tried, where some relationships thrived and others have exposed cracks couples didn't even realize were there, or realized but didn't acknowledge, now is the best time to learn to communicate well. By having honest, compelling conversations with our partners, we can foster true connection and a fierce love that will withstand the test of time and grow stronger over the years.","['Self Help', 'Nonfiction', 'Psychology', 'Inspirational', 'Personal Development', 'Relationships', 'Productivity']",4.32,"7,192",https://www.goodreads.com/book/show/58944475-fierce-love
981,Not Without My Daughter,Betty Mahmoody,"In August 1984, Michigan housewife Betty Mahmoody accompanied her husband to his native Iran for a two-week vacation that turned into a permanent stay. To her horror, she found herself and her four-year-old daughter, Mahtob, virtual prisoners of a man rededicated to his Shiite Moslem faith, in a land where women are near-slaves and Americans despised. Their only hope for escape lay in a dangerous underground that would not take her child.","['Nonfiction', 'Biography', 'Memoir', 'Iran', 'Biography Memoir', 'Autobiography', 'Drama']",4.14,"32,534",https://www.goodreads.com/book/show/43255.Not_Without_My_Daughter
982,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"A young woman walks into a laboratory. Over the past two years, she has transformed almost every aspect of her life. She has quit smoking, run a marathon, and been promoted at work. The patterns inside her brain, neurologists discover, have fundamentally changed.Marketers at Procter & Gamble study videos of people making their beds. They are desperately trying to figure out how to sell a new product called Febreze, on track to be one of the biggest flops in company history. Suddenly, one of them detects a nearly imperceptible pattern—and with a slight shift in advertising, Febreze goes on to earn a billion dollars a year.An untested CEO takes over one of the largest companies in America. His first order of business is attacking a single pattern among his employees—how they approach worker safety—and soon the firm, Alcoa, becomes the top performer in the Dow Jones.What do all these people have in common? They achieved success by focusing on the patterns that shape every aspect of our lives.They succeeded by transforming habits.In The Power of Habit, award-winning New York Times business reporter Charles Duhigg takes us to the thrilling edge of scientific discoveries that explain why habits exist and how they can be changed. With penetrating intelligence and an ability to distill vast amounts of information into engrossing narratives, Duhigg brings to life a whole new understanding of human nature and its potential for transformation.Along the way we learn why some people and companies struggle to change, despite years of trying, while others seem to remake themselves overnight. We visit laboratories where neuroscientists explore how habits work and where, exactly, they reside in our brains. We discover how the right habits were crucial to the success of Olympic swimmer Michael Phelps, Starbucks CEO Howard Schultz, and civil-rights hero Martin Luther King, Jr. We go inside Procter & Gamble, Target superstores, Rick Warren’s Saddleback Church, NFL locker rooms, and the nation’s largest hospitals and see how implementing so-called keystone habits can earn billions and mean the difference between failure and success, life and death.At its core, The Power of Habit contains an exhilarating argument: The key to exercising regularly, losing weight, raising exceptional children, becoming more productive, building revolutionary companies and social movements, and achieving success is understanding how habits work.Habits aren’t destiny. As Charles Duhigg shows, by harnessing this new science, we can transform our businesses, our communities, and our lives.","['Nonfiction', 'Self Help', 'Psychology', 'Business', 'Personal Development', 'Productivity', 'Audiobook']",4.13,"471,374",https://www.goodreads.com/book/show/12609433-the-power-of-habit
983,The Book of Occult,Simon W. Clark,"****THIS BOOK IS OUT OF PRINT******PLEASE SEE LINK FOR LATEST SPY THRILLER CALLED THE RUSSIAN INK: https://www.goodreads.com/book/show/6...""One man's search for a mystery author catapults him into a dangerous race to unlock esoteric wisdom that has been hidden and disputed for thousands of years"" Peter Ashton has a dark past. In a teenage prank he uses an old book to perform an occult ritual. The experiment goes awry and his best friend is killed in the act. Two decades later Peter travels to Europe to discover the secrets of the book and its mystery author. Plagued by curiosity and guilt he meets a Professor and an English Auctioneer who try to help him verify its authenticity and origins. The result is far beyond what he imagined. It is the last unpublished secret work by 19th century French occultist Eliphas Levi. The book’s meaning is shrouded in mystical conspiracy like its author. Peter soon finds it brings unwanted attention. Bonnet was once a dedicated American government agent but is descending on a dark mystical path. He uses an occult tool to enhance his abilities but at a grave personal cost. He desires occult power and is killing everyone that stands in the way. Will he catch Peter and his priceless book? From Paris to Los Angeles Peter races against time and powerful enemies. A cult leader opens his eyes to the extent of underground mysticism and tempts him with money and power. With limited options Peter is attacked by extremists desperate to get hold of the book. A beautiful gypsy woman gives him hope and insight. The final clue leads him to a Spanish mansion with more revelations than he dreamed possible. Can Peter unlock the secret wisdom before it is too late? Or will he be seduced by the deadly forces that tempted him 20 years ago….","['Fiction', 'Occult', 'Horror', 'Thriller', 'Mystery', 'Fantasy', 'Supernatural']",3.64,"3,746",https://www.goodreads.com/book/show/20388847-the-book-of-occult
984,The Blue Castle,L.M. Montgomery,"An unforgettable story of courage and romance. Will Valancy Stirling ever escape her strict family and find true love?Valancy Stirling is 29, unmarried, and has never been in love. Living with her overbearing mother and meddlesome aunt, she finds her only consolation in the ""forbidden"" books of John Foster and her daydreams of the Blue Castle--a place where all her dreams come true and she can be who she truly wants to be. After getting shocking news from the doctor, she rebels against her family and discovers a surprising new world, full of love and adventures far beyond her most secret dreams.","['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Young Adult', 'Historical', 'Canada']",4.29,"39,436",https://www.goodreads.com/book/show/95693.The_Blue_Castle
985,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,"In April of 1994, the government of Rwanda called on everyone in the Hutu majority to kill everyone in the Tutsi minority. Over the next three months, 800,000 Tutsis were murdered in the most unambiguous case of genocide since Hitler's war against the Jews. Philip Gourevitch's haunting work is an anatomy of the killings in Rwanda, a vivid history of the genocide's background, and an unforgettable account of what it means to survive in its aftermath.","['Nonfiction', 'History', 'Africa', 'War', 'Politics', 'Rwanda', 'Journalism']",4.20,"33,036",https://www.goodreads.com/book/show/11472.We_Wish_to_Inform_You_That_Tomorrow_We_Will_Be_Killed_with_Our_Families
986,The Eden Paradox,Barry Kirwan,"If you loved Dune, Foundation or Ender's Game, you'll love the first novel in this epic, galaxy-spanning series. ""Kirwan’s writing is crisp and vivid, whether describing taut battle scenes, unfamiliar technology, or interpersonal moments... Kirwan's imagination seems boundless..."" - Kirkus Reviews ""This author should win the HUGO award for producing the best science fiction I have read in the last thirty years."" Susan Yea In 2063, Earth's overheated climate and war-ravaged cities are near breaking point. A new habitable planet is discovered within reach, but the first two missions have failed to return. This is the story of the third mission to Eden. What really awaits the crew of four as they make the long journey to this supposed uninhabited virgin planet, and what is the link to the secret 900 year old sect known as Alicians back on Earth? While Blake leads the Eden mission, a young researcher named Micah discovers a terrible truth that threatens the very existence of humanity. Editorial A science fiction thriller with terrific images and revelations . SF Author Gary Gibson The reader is pulled into an all too real future, with memorable characters, leaving the reader craving more . Lydia Manx, Piker Press Amazon ★★★★★ Superb, well-crafted, quality Scifi. I immediately bought book two in the series!★★★★★ This is Orson Scott Card quality scifi at half the price!★★★★★ Masterful science fiction, refreshingly original★★★★★ I lost sleep over this book!★★★★★ A breath-taking and truly epic series★★★★★ A fabulous four-book set, full of imaginative new ideas★★★★★ Six stars…brilliant…this series is addictive","['Science Fiction', 'Fiction', 'Dystopia', 'Space Opera', 'Contemporary', 'Novels', 'Space']",4.21,"6,207",https://www.goodreads.com/book/show/43722869-the-eden-paradox
987,The Essential Rumi,Rumi,"This revised and expanded edition of The Essential Rumi includes a new introduction by Coleman Barks and more than 80 never-before-published poems.Through his lyrical translations, Coleman Barks has been instrumental in bringing this exquisite literature to a remarkably wide range of readers, making the ecstatic, spiritual poetry of thirteenth-century Sufi Mystic Rumi more popular than ever.The Essential Rumi continues to be the bestselling of all Rumi books, and the definitive selection of his beautiful, mystical poetry.","['Poetry', 'Classics', 'Spirituality', 'Philosophy', 'Religion', 'Nonfiction', 'Islam']",4.39,"45,535",https://www.goodreads.com/book/show/304079.The_Essential_Rumi
988,The Scopas Factor,Vincent Panettiere,"A Hmong ""story cloth,"" a Revolutionary War battle flag, forged Picassos and a Russian drug dealer—finding the link between these disparate elements is the challenge Mike Hegan faces in The Scopas Factor, the latest mystery from Vincent Panettiere.After his last investigation ends tragically, Detective Mike Hegan returns to Chicago from St. Kitts, hoping to put everything behind him. But his girlfriend, Diana, has other plans, and although he has no interest in the job opportunity she presents him—in a small northern California town, no less—he wants to please her. Upon his arrival in Weedley, he's caught up in a kidnapping and two murders. A visit to Diana's family in San Francisco only serves to deepen the mystery, as her father might be the link to a gang of antiquities thieves that might have something to do with the crimes in Weedley. And when Diana's father disappears, Hegan takes off for Antibes in southern France, where he discovers that the mystery has only just begun.","['Contemporary', 'Fiction', 'New Adult', 'Drama', 'Novels', 'Adult', 'Crime']",4.31,518,https://www.goodreads.com/book/show/42447688-the-scopas-factor
989,Making Hearts,Jack Getze,"Interrupting the Soria family’s holiday feast, childish teenager Emily requires the hospital emergency room for an apparent attack of appendicitis. But a blunt nurse explains the truth: Emily is giving birth. The seventeen-year-old has tricked her mind and body into believing she isn’t pregnant, when the baby is full term and already being born.A life-affirming, feel-good story of love, family and the special way new babies can inspire, Making Hearts introduces a character readers will strongly care about and root for. Noelle wins the hearts of all with her loving enthusiasm for life, her wit, and by personally defeating the villain’s lowdown scheme in an astonishing climax readers will never forget.","['Contemporary', 'Fiction', 'Drama', 'Novels', 'Epic', 'Romance', 'Family']",4.25,"2,252",https://www.goodreads.com/book/show/56313556-making-hearts
990,The Gargoyle,Andrew  Davidson,"The narrator of The Gargoyle is a very contemporary cynic, physically beautiful and sexually adept, who dwells in the moral vacuum that is modern life. As the book opens, he is driving along a dark road when he is distracted by what seems to be a flight of arrows. He crashes into a ravine and suffers horrible burns over much of his body. As he recovers in a burn ward, undergoing the tortures of the damned, he awaits the day when he can leave the hospital and commit carefully planned suicide—for he is now a monster in appearance as well as in soul. A beautiful and compelling, but clearly unhinged, sculptress of gargoyles by the name of Marianne Engel appears at the foot of his bed and insists that they were once lovers in medieval Germany. In her telling, he was a badly injured mercenary and she was a nun and scribe in the famed monastery of Engelthal who nursed him back to health. As she spins their tale in Scheherazade fashion and relates equally mesmerizing stories of deathless love in Japan, Iceland, Italy, and England, he finds himself drawn back to life—and, finally, in love.He is released into Marianne's care and takes up residence in her huge stone house. But all is not well. For one thing, the pull of his past sins becomes ever more powerful as the morphine he is prescribed becomes ever more addictive. For another, Marianne receives word from God that she has only twenty-seven sculptures left to complete—and her time on earth will be finished.","['Fiction', 'Fantasy', 'Historical Fiction', 'Romance', 'Historical', 'Contemporary', 'Gothic']",3.96,"48,074",https://www.goodreads.com/book/show/2595138-the-gargoyle
991,"Sex in the Title: A Comedy about Dating, Sex, and Romance in NYC",Zack Love,"New York City, May 2000. The Internet bubble has burst and Evan, a computer programmer, is fired with an email from his boss. The next day, his girlfriend dumps him, also via email. Afraid to check any more emails, Evan desperately seeks a rebound romance but the catastrophes that ensue go from bad to hilariously worse.  Fortunately, Evan meets Sammy -- someone whose legendary disasters with females eclipse even his own. To reverse their fortunes, they recruit their friends -- Trevor, Yi, and Carlos -- to form a group of five guys who take on Manhattan in pursuit of dates, sex, and adventure.  When Evan, a closet writer, falls desperately in love with a Hollywood starlet, he schemes to meet her by writing a novel that will sweep her off her feet. Sammy knows nothing about publishing but is confident of one thing: Evan's book should have the word ""sex"" in the title.  With musings about life, relationships, and human psychology, this quintessential New York story about the search for happiness follows five men on their comical paths to trouble, self-discovery, and love.","['Romance', 'Humor', 'Fiction', 'Contemporary', 'Chick Lit', 'Contemporary Romance', 'Comedy']",3.48,831,https://www.goodreads.com/book/show/18710853-sex-in-the-title
992,The Agony and the Ecstasy,Irving Stone,"Celebrating the 500th anniversary of Michelangelo’s David, New American Library releases a special edition of Irving Stone’s classic biographical novel—in which both the artist and the man are brought to life in full. A masterpiece in its own right, this novel offers a compelling portrait of Michelangelo’s dangerous, impassioned loves, and the God-driven fury from which he wrested the greatest art the world has ever known.","['Historical Fiction', 'Fiction', 'Art', 'Classics', 'Italy', 'Historical', 'Art History']",4.08,"88,003",https://www.goodreads.com/book/show/321552.The_Agony_and_the_Ecstasy
